DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,DT,FACIES,FLD1,GR,HDRS,HMRS,DEPTH_1,NPHI,ONE-WAYTIME1,PERF_INT,PERMEABILITY,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,TEMP,VCL,WATER_VOL,ZLT
1581.8264,5429.1538,5429154.0,nan,140.9653,0.0,nan,188.4935,4.4803,4.5824,1581.8264,0.6391,-731.2486,nan,0.2759,0.0277,0.0277,17812.1855,2.5109,4.4803,20.0731,92.1597,1.0,1.0,1.0,-1499.3463,168.0757,86.147,0.0277,18.0
1581.9788,5415.4482,5415395.5,nan,139.9319,0.0,nan,184.9051,4.5306,4.7969,1581.9788,0.6306,-731.3229,nan,0.1473,0.0196,0.0196,17767.0449,2.4862,4.5306,20.5263,92.268,1.0,1.0,1.0,-1499.4988,168.0842,79.891,0.0196,18.0
1582.1312,5434.4106,5434411.0,nan,136.1681,0.0,nan,178.3782,4.7909,5.8271,1582.1312,0.6412,-731.3973,nan,0.028,0.0001,0.01,17829.4316,2.4278,4.7909,22.9527,92.2191,1.0,1.0,1.0,-1499.6511,168.0927,73.732,0.0001,18.0
1582.2836,5245.6191,5245326.0,nan,133.3176,0.0,nan,168.7111,5.5621,7.8662,1582.2836,0.6973,-731.4716,nan,0.0534,0.0001,0.01,17209.0742,2.2944,5.5621,30.937,92.1191,1.0,1.0,1.0,-1499.8036,168.1012,64.63,0.0001,18.0
1582.436,4560.9727,4560972.5,nan,132.6466,3.0,nan,156.1032,7.736,10.6325,1582.4359,0.769,-731.5459,nan,0.1092,0.0001,0.01,14963.8203,1.9849,7.736,59.8457,91.8032,1.0,1.0,1.0,-1499.9559,168.1097,50.13,0.0001,18.0
1582.5883,3684.5715,3684571.5,nan,133.5253,3.0,nan,142.0494,12.3424,13.8214,1582.5883,0.8756,-731.6202,nan,0.196,0.0001,0.01,12088.4893,1.6141,12.3424,152.3468,91.5314,1.0,1.0,1.0,-1500.1083,168.1182,35.0569,0.0001,18.0
1582.7408,3086.7749,3086774.75,nan,136.8886,3.0,nan,129.224,17.1616,16.8711,1582.7407,0.9233,-731.6946,nan,0.2481,0.0001,0.01,10127.2139,1.3863,17.1616,294.5205,91.2988,1.0,1.0,1.0,-1500.2607,168.1267,24.594,0.0001,18.0
1582.8932,2688.8408,2688840.75,nan,141.9348,3.0,nan,119.8918,19.8676,19.5932,1582.8932,0.9101,-731.7689,nan,0.2587,0.0001,0.01,8821.6562,1.2521,19.8676,394.7215,91.2083,1.0,1.0,1.0,-1500.4132,168.1351,19.108,0.0001,18.0
1583.0456,2513.9243,2513924.25,nan,146.8637,3.0,nan,114.2838,38.2319,28.8844,1583.0455,0.9563,-731.8432,nan,0.2599,0.0001,0.01,8247.7832,1.2113,38.2319,1461.6781,91.2243,1.0,1.0,1.0,-1500.5656,168.1436,15.197,0.0001,18.0
1583.198,2437.2202,2437221.25,nan,150.1852,3.0,nan,111.2204,62.4838,60.9405,1583.198,1.0628,-731.9175,nan,0.39,0.0001,0.01,7996.1328,1.2009,62.4838,3904.2251,91.1652,1.0,1.0,1.0,-1500.718,168.1521,13.406,0.0001,18.0
1583.3504,2415.5581,2415558.0,nan,151.0651,3.0,nan,109.976,64.6346,73.9314,1583.3503,1.0226,-731.9919,nan,0.4549,0.0001,0.01,7925.0591,1.1972,64.6346,4177.6313,91.042,1.0,1.0,1.0,-1500.8704,168.1606,14.45,0.0001,18.0
1583.5028,2438.3953,2438395.25,nan,150.8503,3.0,nan,110.3522,62.0458,71.2195,1583.5028,1.0069,-732.0662,nan,0.4385,0.0001,0.01,7999.9844,1.2068,62.0458,3849.6812,90.7386,1.0,1.0,1.0,-1501.0228,168.1691,15.73,0.0001,18.0
1583.6552,2488.9153,2488915.25,nan,149.711,3.0,nan,112.0668,50.3827,54.3575,1583.6552,0.9903,-732.1405,nan,0.3743,0.0001,0.01,8165.7324,1.2225,50.3827,2538.4167,90.4442,1.0,1.0,1.0,-1501.1752,168.1776,18.086,0.0001,18.0
1583.8076,2580.5723,2580581.5,nan,147.7125,3.0,nan,115.2683,27.4909,31.8348,1583.8076,0.9387,-732.2148,nan,0.3153,0.0001,0.01,8466.4746,1.2506,27.4909,755.7496,90.2566,1.0,1.0,1.0,-1501.3275,168.1861,22.915,0.0001,18.0
1583.96,2833.561,2833667.25,nan,144.6572,3.0,nan,121.4954,17.0002,18.8614,1583.96,0.8967,-732.2892,nan,0.2491,0.0001,0.01,9296.8086,1.3448,17.0002,289.0068,90.2931,1.0,1.0,1.0,-1501.48,168.1945,31.295,0.0001,18.0
1584.1124,3264.1687,3264168.5,nan,140.6639,3.0,nan,132.9165,10.7384,12.0258,1584.1124,0.8485,-732.3635,nan,0.19,0.0001,0.01,10709.2148,1.5064,10.7384,115.3132,90.3059,1.0,1.0,1.0,-1501.6323,168.203,43.701,0.0001,18.0
1584.2648,4005.1545,4005386.5,nan,135.9485,0.0,nan,149.4058,6.2691,6.9375,1584.2648,0.7749,-732.4379,nan,0.1312,0.0001,0.01,13141.0322,1.7864,6.2691,39.3016,90.3618,1.0,1.0,1.0,-1501.7848,168.2115,60.316,0.0001,18.0
1584.4172,5030.9307,5030910.0,nan,133.1966,0.0,nan,166.7442,4.5267,4.5711,1584.4171,0.6967,-732.5121,nan,0.1976,0.012,0.012,16505.6113,2.1985,4.5267,20.491,90.2689,1.0,1.0,1.0,-1501.9371,168.22,77.74,0.012,18.0
1584.5695,5533.2861,5533286.0,nan,135.7809,0.0,nan,179.2195,4.0794,4.0501,1584.5695,0.6547,-732.5864,nan,0.368,0.0246,0.0246,18153.8242,2.4649,4.0794,16.6413,90.1141,1.0,1.0,1.0,-1502.0895,168.2285,87.7061,0.0246,18.0
1584.722,5358.8569,5358856.5,nan,141.5916,0.0,nan,184.3446,3.9511,3.9907,1584.7219,0.6368,-732.6608,nan,0.3101,0.0217,0.0217,17581.5508,2.4894,3.9511,15.6112,89.8098,1.0,1.0,1.0,-1502.2419,168.237,89.151,0.0217,18.0
1584.8744,5173.1353,5173135.5,nan,145.2078,0.0,nan,184.1388,3.9411,4.0235,1584.8744,0.642,-732.7352,nan,0.3375,0.0235,0.0235,16972.2285,2.4645,3.9411,15.5323,89.5893,1.0,1.0,1.0,-1502.3944,168.2455,88.239,0.0235,18.0
1585.0268,5168.5576,5168556.0,nan,145.6254,0.0,nan,182.3728,3.9718,4.087,1585.0267,0.6359,-732.8094,nan,0.3402,0.0263,0.0263,16957.2051,2.4694,3.9718,15.7752,89.2835,1.0,1.0,1.0,-1502.5468,168.254,86.851,0.0263,18.0
1585.1792,5186.8574,5186857.5,nan,144.7355,0.0,nan,181.0484,4.029,4.1671,1585.1792,0.6373,-732.8838,nan,0.333,0.0279,0.0279,17017.248,2.463,4.029,16.2328,89.0679,1.0,1.0,1.0,-1502.6992,168.2624,86.026,0.0279,18.0
1585.3316,5233.2368,5233237.0,nan,143.214,0.0,nan,180.1959,4.1178,4.2694,1585.3315,0.6534,-732.9581,nan,0.3457,0.0285,0.0285,17169.4121,2.4589,4.1178,16.9563,88.9581,1.0,1.0,1.0,-1502.8516,168.2709,85.755,0.0285,18.0
1585.484,5270.1709,5270171.0,nan,141.7997,0.0,nan,179.7247,4.2434,4.3872,1585.484,0.6638,-733.0325,nan,0.399,0.0371,0.0371,17290.5879,2.4518,4.2434,18.0064,89.1213,1.0,1.0,1.0,-1503.004,168.2794,81.448,0.0371,18.0
1585.6364,5316.5352,5316534.5,nan,139.8407,0.0,nan,180.0763,4.3212,4.4571,1585.6364,0.6215,-733.1068,nan,0.3709,0.0545,0.0545,17442.6992,2.4392,4.3212,18.6728,89.5069,1.0,1.0,1.0,-1503.1564,168.2879,72.739,0.0545,18.0
1585.7888,5543.3862,5543386.0,nan,133.2878,0.0,nan,181.6721,4.244,4.4312,1585.7888,0.6161,-733.1811,nan,0.3265,0.0675,0.0675,18186.9629,2.4241,4.244,18.0115,89.8638,1.0,1.0,1.0,-1503.3087,168.2964,66.275,0.0675,18.0
1585.9412,6033.5244,6033565.0,nan,121.3638,0.0,nan,184.0826,4.1328,4.3505,1585.9412,0.6468,-733.2554,nan,0.3547,0.0746,0.0746,19795.1621,2.4024,4.1328,17.08,90.2259,1.0,1.0,1.0,-1503.4612,168.3048,62.692,0.0746,18.0
1586.0936,6441.3926,6441392.5,nan,112.8084,0.0,nan,185.7205,4.1499,4.32,1586.0936,0.6385,-733.3298,nan,0.4008,0.0814,0.0814,21133.1777,2.384,4.1499,17.2217,90.4273,1.0,1.0,1.0,-1503.6135,168.3133,59.292,0.0814,18.0
1586.246,6471.6118,6471619.5,nan,112.1168,0.0,nan,184.9617,4.2438,4.3843,1586.246,0.6036,-733.4041,nan,0.379,0.0823,0.0823,21232.3477,2.3805,4.2438,18.0098,90.7129,1.0,1.0,1.0,-1503.766,168.3218,58.839,0.0823,18.0
1586.3984,6366.5576,6366557.5,nan,113.9764,0.0,nan,182.0268,4.297,4.4301,1586.3983,0.6176,-733.4784,nan,0.3823,0.0711,0.0711,20887.6562,2.3807,4.297,18.4642,90.8758,1.0,1.0,1.0,-1503.9183,168.3303,64.467,0.0711,18.0
1586.5508,6068.2021,6068202.0,nan,119.3844,0.0,nan,179.0764,4.2897,4.397,1586.5508,0.6364,-733.5527,nan,0.4002,0.0525,0.0525,19908.7988,2.3768,4.2897,18.4015,91.1271,1.0,1.0,1.0,-1504.0708,168.3388,73.766,0.0525,18.0
1586.7032,5548.5684,5548568.0,nan,130.3837,0.0,nan,178.446,4.2541,4.3469,1586.7031,0.6459,-733.6271,nan,0.3761,0.0326,0.0326,18203.9629,2.3735,4.2541,18.0974,91.2661,1.0,1.0,1.0,-1504.2231,168.3473,83.683,0.0326,18.0
1586.8556,5057.5073,5057512.0,nan,142.959,0.0,nan,180.5179,4.1895,4.2806,1586.8556,0.671,-733.7014,nan,0.3656,0.0207,0.0207,16592.8887,2.3721,4.1895,17.5519,91.3805,1.0,1.0,1.0,-1504.3756,168.3558,89.656,0.0207,18.0
1587.008,4895.0806,4895080.5,nan,148.6428,0.0,nan,183.3778,4.1434,4.24,1587.0079,0.6692,-733.7758,nan,0.3639,0.0192,0.0192,16059.9756,2.3872,4.1434,17.1678,91.3819,1.0,1.0,1.0,-1504.528,168.3643,90.384,0.0192,18.0
1587.1604,4965.1665,4965166.5,nan,148.2328,0.0,nan,185.0543,4.1698,4.2881,1587.1604,0.6545,-733.85,nan,0.3428,0.0195,0.0195,16289.917,2.4147,4.1698,17.3872,91.4123,1.0,1.0,1.0,-1504.6804,168.3727,90.236,0.0195,18.0
1587.3128,5067.0161,5067016.0,nan,147.0338,0.0,nan,185.1136,4.2619,4.4155,1587.3127,0.6586,-733.9244,nan,0.333,0.0178,0.0178,16624.0684,2.4443,4.2619,18.1638,91.4099,1.0,1.0,1.0,-1504.8328,168.3812,91.121,0.0178,18.0
1587.4652,5165.8911,5165888.5,nan,145.9897,0.0,nan,184.0477,4.3477,4.5522,1587.4652,0.6639,-733.9987,nan,0.3744,0.0211,0.0211,16948.4531,2.4743,4.3477,18.9025,91.4057,1.0,1.0,1.0,-1504.9852,168.3897,89.469,0.0211,18.0
1587.6176,5217.1929,5217193.0,nan,145.2201,0.0,nan,182.4341,4.3952,4.6046,1587.6176,0.6193,-734.0731,nan,0.3538,0.0316,0.0316,17116.7754,2.4857,4.3952,19.3178,91.368,1.0,1.0,1.0,-1505.1376,168.3982,84.222,0.0316,18.0
1587.77,5203.5,5203500.0,nan,144.3956,0.0,nan,181.0807,4.393,4.582,1587.77,0.6014,-734.1473,nan,0.3156,0.0396,0.0396,17071.8496,2.4651,4.393,19.2985,91.3407,1.0,1.0,1.0,-1505.2899,168.4067,80.19,0.0396,18.0
1587.9224,5237.3096,5237324.5,nan,141.3101,0.0,nan,180.5696,4.3795,4.5799,1587.9224,0.6199,-734.2217,nan,0.3385,0.0397,0.0397,17182.8223,2.4281,4.3795,19.18,91.3422,1.0,1.0,1.0,-1505.4424,168.4152,80.125,0.0397,18.0
1588.0748,5278.2441,5278245.0,nan,138.6031,0.0,nan,180.6094,4.4074,4.6183,1588.0748,0.6417,-734.296,nan,0.3764,0.0338,0.0338,17317.0742,2.4002,4.4074,19.4252,91.2517,1.0,1.0,1.0,-1505.5947,168.4237,83.117,0.0338,18.0
1588.2272,5108.5547,5108579.0,nan,141.7691,0.0,nan,180.4581,4.4798,4.6835,1588.2272,0.6416,-734.3704,nan,0.3818,0.026,0.026,16760.4297,2.3761,4.4798,20.0686,91.1687,1.0,1.0,1.0,-1505.7472,168.4321,86.99,0.026,18.0
1588.3796,4862.3091,4862309.0,nan,148.2969,0.0,nan,180.0286,4.5765,4.7522,1588.3795,0.6614,-734.4447,nan,0.405,0.0205,0.0205,15952.457,2.3657,4.5765,20.9444,90.9904,1.0,1.0,1.0,-1505.8995,168.4406,89.758,0.0205,18.0
1588.532,4758.3057,4758305.5,nan,151.7048,0.0,nan,180.0511,4.6663,4.8053,1588.532,0.6546,-734.519,nan,0.4081,0.0204,0.0204,15611.2393,2.3683,4.6663,21.7744,90.8123,1.0,1.0,1.0,-1506.052,168.4491,89.773,0.0204,18.0
1588.6844,4710.3892,4710390.0,nan,152.3551,0.0,nan,181.0018,4.723,4.8359,1588.6843,0.6468,-734.5933,nan,0.377,0.019,0.019,15454.0361,2.3545,4.723,22.3067,90.6194,1.0,1.0,1.0,-1506.2043,168.4576,90.503,0.019,18.0
1588.8368,4679.6147,4679615.0,nan,152.8229,0.0,nan,182.526,4.718,4.8295,1588.8368,0.6654,-734.6677,nan,0.3691,0.0155,0.0155,15353.0674,2.3463,4.718,22.2595,90.6142,1.0,1.0,1.0,-1506.3568,168.4661,92.244,0.0155,18.0
1588.9892,4701.5996,4701599.5,nan,153.0159,0.0,nan,183.4725,4.673,4.8081,1588.9891,0.6683,-734.742,nan,0.3896,0.0149,0.0149,15425.1953,2.3603,4.673,21.8369,90.5553,1.0,1.0,1.0,-1506.5092,168.4746,92.54,0.0149,18.0
1589.1416,4766.042,4766042.0,nan,152.8783,0.0,nan,182.9787,4.6466,4.8058,1589.1416,0.654,-734.8163,nan,0.4147,0.0161,0.0161,15636.6201,2.3905,4.6466,21.5909,90.5537,1.0,1.0,1.0,-1506.6616,168.4831,91.931,0.0161,18.0
1589.294,4846.9102,4846906.0,nan,153.038,0.0,nan,182.0257,4.6604,4.8291,1589.2939,0.6274,-734.8906,nan,0.3585,0.0146,0.0146,15901.9229,2.4336,4.6604,21.7193,90.345,1.0,1.0,1.0,-1506.814,168.4915,92.68,0.0146,18.0
1589.4464,4858.8765,4858876.5,nan,153.4703,0.0,nan,182.73,4.7066,4.8673,1589.4464,0.6401,-734.965,nan,0.3271,0.0122,0.0122,15941.1963,2.4465,4.7066,22.1521,90.1047,1.0,1.0,1.0,-1506.9664,168.5,93.906,0.0122,18.0
1589.5988,4854.3423,4854342.5,nan,153.149,0.0,nan,185.7803,4.7282,4.8827,1589.5988,0.6451,-735.0393,nan,0.2994,0.0159,0.0159,15926.3203,2.4391,4.7282,22.3559,89.7877,1.0,1.0,1.0,-1507.1188,168.5085,92.051,0.0159,18.0
1589.7512,4884.439,4884439.0,nan,149.9214,0.0,nan,189.2427,4.6933,4.8472,1589.7512,0.6562,-735.1136,nan,0.297,0.0244,0.0244,16025.0635,2.4025,4.6933,22.0271,89.624,1.0,1.0,1.0,-1507.2711,168.517,87.817,0.0244,18.0
1589.9036,4988.521,4988562.5,nan,144.6916,0.0,nan,190.2827,4.6302,4.7774,1589.9036,0.6597,-735.1879,nan,0.3285,0.0331,0.0331,16366.6748,2.3681,4.6302,21.4388,89.6524,1.0,1.0,1.0,-1507.4236,168.5255,83.46,0.0331,18.0
1590.056,5129.6187,5129618.5,nan,140.2006,0.0,nan,188.2524,4.5887,4.7182,1590.056,0.6533,-735.2623,nan,0.3634,0.0344,0.0344,16829.457,2.3595,4.5887,21.0562,89.84,1.0,1.0,1.0,-1507.5759,168.534,82.783,0.0344,18.0
1590.2084,5166.5884,5166543.0,nan,139.28,0.0,nan,185.2798,4.5782,4.6875,1590.2084,0.6467,-735.3366,nan,0.3278,0.0258,0.0258,16950.5996,2.3609,4.5782,20.9599,90.1353,1.0,1.0,1.0,-1507.7284,168.5424,87.107,0.0258,18.0
1590.3608,4998.5127,4998513.0,nan,142.2681,0.0,nan,183.2819,4.6021,4.7009,1590.3607,0.6892,-735.4109,nan,0.2785,0.0136,0.0136,16399.3203,2.3331,4.6021,21.1793,90.3476,1.0,1.0,1.0,-1507.8807,168.5509,93.204,0.0136,18.0
1590.5132,4561.3389,4561319.0,nan,147.1966,0.0,nan,181.0864,4.6465,4.7551,1590.5132,0.767,-735.4852,nan,0.2238,0.0041,0.01,14964.958,2.2028,4.6465,21.59,90.4908,1.0,1.0,1.0,-1508.0332,168.5594,80.267,0.0041,18.0
1590.6656,3880.0864,3880086.25,nan,151.0062,0.0,nan,175.5688,4.8467,4.9654,1590.6655,0.8726,-735.5596,nan,0.1658,0.0001,0.01,12729.9424,1.9223,4.8467,23.4905,90.3964,1.0,1.0,1.0,-1508.1855,168.5679,52.547,0.0001,18.0
1590.818,3312.4941,3312494.0,nan,151.4111,0.0,nan,165.2334,5.8586,6.0098,1590.818,0.9347,-735.6339,nan,0.25,0.0001,0.01,10867.7627,1.6455,5.8586,34.3232,90.1497,1.0,1.0,1.0,-1508.338,168.5764,37.366,0.0001,18.0
1590.9704,2955.1289,2955129.0,nan,150.1861,0.0,nan,151.8972,8.5189,8.7618,1590.9703,1.0766,-735.7083,nan,0.3646,0.0001,0.01,9695.3047,1.4561,8.5189,72.5717,89.7791,1.0,1.0,1.0,-1508.4904,168.5849,25.17,0.0001,19.0
1591.1228,2699.6797,2699690.0,nan,149.9681,3.0,nan,139.135,13.2981,13.6526,1591.1228,1.181,-735.7826,nan,0.363,0.0001,0.01,8857.251,1.3283,13.2981,176.8395,89.6129,1.0,1.0,1.0,-1508.6428,168.5934,17.899,0.0001,19.0
1591.2752,2594.8149,2594815.0,nan,150.2965,3.0,nan,129.4338,20.7707,21.257,1591.2751,1.2158,-735.8569,nan,0.3613,0.0001,0.01,8513.1729,1.2795,20.7707,431.422,89.4839,1.0,1.0,1.0,-1508.7952,168.6019,16.184,0.0001,19.0
1591.4276,2659.3438,2659343.75,nan,150.2714,3.0,nan,123.3143,30.8959,31.9258,1591.4276,1.2179,-735.9312,nan,0.3597,0.0001,0.01,8724.8809,1.3111,30.8959,954.5567,89.6245,1.0,1.0,1.0,-1508.9476,168.6103,18.194,0.0001,19.0
1591.58,2759.4355,2759435.5,nan,150.1889,3.0,nan,120.0055,47.6177,50.3209,1591.58,1.1798,-736.0056,nan,0.3581,0.0001,0.01,9053.2656,1.3597,47.6177,2267.4453,89.7443,1.0,1.0,1.0,-1509.1,168.6188,21.171,0.0001,19.0
1591.7324,2857.499,2857496.75,nan,150.0267,3.0,nan,118.2325,70.6595,74.0004,1591.7324,1.1572,-736.0799,nan,0.3565,0.0001,0.01,9374.9893,1.4065,70.6595,4992.7651,89.9291,1.0,1.0,1.0,-1509.2523,168.6273,23.464,0.0001,19.0
1591.8848,2922.4736,2922423.5,nan,149.7575,3.0,nan,116.989,89.503,84.0217,1591.8848,1.1428,-736.1542,nan,0.3549,0.0001,0.01,9588.0029,1.4359,89.503,8010.7866,90.1037,1.0,1.0,1.0,-1509.4048,168.6358,24.382,0.0001,19.0
1592.0372,2914.9512,2914951.25,nan,149.6316,3.0,nan,115.8383,91.0985,79.2866,1592.0372,1.1321,-736.2285,nan,0.3532,0.0001,0.01,9563.4883,1.431,91.0985,8298.9375,90.6104,1.0,1.0,1.0,-1509.5571,168.6443,23.707,0.0001,19.0
1592.1896,2850.7664,2850752.25,nan,149.8892,3.0,nan,114.8766,90.7459,82.6596,1592.1896,1.1282,-736.3029,nan,0.3516,0.0001,0.01,9352.8623,1.4019,90.7459,8234.8193,91.3948,1.0,1.0,1.0,-1509.7096,168.6528,22.256,0.0001,19.0
1592.342,2761.5149,2761514.25,nan,150.4732,3.0,nan,114.3949,104.2221,97.4326,1592.3419,1.1099,-736.3772,nan,0.35,0.0001,0.01,9060.0869,1.3633,104.2221,10862.2461,92.3075,1.0,1.0,1.0,-1509.8619,168.6613,21.136,0.0001,19.0
1592.4944,2666.3345,2666334.5,nan,151.112,3.0,nan,114.3738,130.4593,119.8832,1592.4944,1.0546,-736.4515,nan,0.3484,0.0001,0.01,8747.8164,1.3219,130.4593,17019.6309,93.1838,1.0,1.0,1.0,-1510.0144,168.6697,20.16,0.0001,19.0
1592.6468,2565.7769,2565777.0,nan,151.748,3.0,nan,114.549,174.6517,151.1471,1592.6467,1.0229,-736.5258,nan,0.3468,0.0001,0.01,8417.9033,1.2774,174.6517,30503.2168,93.6397,1.0,1.0,1.0,-1510.1667,168.6782,18.482,0.0001,19.0
1592.7992,2464.384,2464384.0,nan,152.2031,3.0,nan,114.6224,299.4595,231.7699,1592.7992,1.0138,-736.6002,nan,0.3451,0.0001,0.01,8085.2495,1.2306,299.4595,89675.9922,93.7218,1.0,1.0,1.0,-1510.3192,168.6867,16.898,0.0001,19.0
1592.9516,2413.6033,2413604.75,nan,152.1346,3.0,nan,114.3908,338.1062,249.3503,1592.9515,1.0022,-736.6745,nan,0.3435,0.0001,0.01,7918.6509,1.2047,338.1062,114315.8047,93.4875,1.0,1.0,1.0,-1510.4716,168.6952,15.938,0.0001,19.0
1593.104,2392.219,2392219.0,nan,151.8509,3.0,nan,113.9648,240.3232,188.2383,1593.104,1.0121,-736.7488,nan,0.3419,0.0001,0.01,7848.4878,1.1918,240.3232,57755.2383,93.4038,1.0,1.0,1.0,-1510.624,168.7037,14.123,0.0001,19.0
1593.2564,2383.3567,2383356.5,nan,152.0447,3.0,nan,113.5669,184.8445,152.4899,1593.2563,1.1204,-736.8231,nan,0.3403,0.0001,0.01,7819.4111,1.1889,184.8445,34167.4883,93.3473,1.0,1.0,1.0,-1510.7764,168.7122,11.771,0.0001,19.0
1593.4088,2386.7148,2386715.0,nan,152.597,3.0,nan,113.3905,156.9603,136.1584,1593.4088,1.1944,-736.8975,nan,0.3387,0.0001,0.01,7830.4292,1.1949,156.9603,24636.5352,93.4577,1.0,1.0,1.0,-1510.9288,168.7207,11.297,0.0001,19.0
1593.5612,2414.4385,2414438.75,nan,152.7763,3.0,nan,113.4623,134.5781,123.843,1593.5612,1.1876,-736.9718,nan,0.337,0.0001,0.01,7921.3872,1.2102,134.5781,18111.2637,93.4708,1.0,1.0,1.0,-1511.0812,168.7291,12.965,0.0001,19.0
1593.7136,2454.3687,2454368.75,nan,152.4392,3.0,nan,113.5763,113.7398,111.947,1593.7136,1.12,-737.0461,nan,0.3354,0.0001,0.01,8052.3906,1.2275,113.7398,12936.7422,93.3889,1.0,1.0,1.0,-1511.2335,168.7376,15.893,0.0001,19.0
1593.866,2497.3665,2497355.5,nan,152.1091,3.0,nan,113.7452,101.4187,100.1051,1593.866,1.0241,-737.1205,nan,0.3338,0.0001,0.01,8193.4238,1.2463,101.4187,10285.7529,93.1251,1.0,1.0,1.0,-1511.386,168.7461,17.262,0.0001,19.0
1594.0184,2521.7815,2521781.5,nan,151.9781,3.0,nan,114.1264,93.2138,92.177,1594.0184,1.0949,-737.1948,nan,0.3322,0.0001,0.01,8273.5615,1.2574,93.2138,8688.8125,93.0219,1.0,1.0,1.0,-1511.5383,168.7546,16.207,0.0001,19.0
1594.1707,2518.6345,2518634.5,nan,151.914,3.0,nan,114.532,86.0086,87.7721,1594.1707,1.1265,-737.269,nan,0.3306,0.0001,0.01,8263.2363,1.2553,86.0086,7397.5034,92.9782,1.0,1.0,1.0,-1511.6907,168.7631,15.5034,0.0001,19.0
1594.3232,2529.0405,2529040.75,nan,151.8793,3.0,nan,114.6072,78.7176,84.9755,1594.3231,1.1546,-737.3434,nan,0.3289,0.0001,0.01,8297.3779,1.2602,78.7176,6196.4604,92.997,1.0,1.0,1.0,-1511.8431,168.7716,15.344,0.0001,19.0
1594.4756,2580.1687,2580168.5,nan,151.9057,3.0,nan,114.1354,75.8555,81.3034,1594.4756,1.191,-737.4178,nan,0.3273,0.0001,0.01,8465.1201,1.2859,75.8555,5754.0566,92.9781,1.0,1.0,1.0,-1511.9956,168.7801,16.224,0.0001,19.0
1594.628,2646.4719,2646472.0,nan,151.82,3.0,nan,113.2915,76.788,84.1258,1594.6279,1.1851,-737.4921,nan,0.3257,0.0001,0.01,8682.6514,1.3182,76.788,5896.3975,93.0069,1.0,1.0,1.0,-1512.1479,168.7885,17.349,0.0001,19.0
1594.7804,2659.9304,2659924.25,nan,151.4758,3.0,nan,112.7495,71.5393,79.8393,1594.7804,1.1763,-737.5664,nan,0.3241,0.0001,0.01,8726.7852,1.3219,71.5393,5117.8711,93.1348,1.0,1.0,1.0,-1512.3004,168.797,17.447,0.0001,19.0
1594.9328,2585.9917,2585991.75,nan,150.9861,3.0,nan,113.6597,59.4624,65.031,1594.9327,1.1194,-737.6407,nan,0.3225,0.0001,0.01,8484.2246,1.281,59.4624,3535.7769,93.3935,1.0,1.0,1.0,-1512.4528,168.8055,17.436,0.0001,19.0
1595.0852,2538.4287,2538428.75,nan,150.5131,3.0,nan,117.439,45.238,51.5973,1595.0852,1.0729,-737.7151,nan,0.3208,0.0001,0.01,8328.1787,1.2535,45.238,2046.4766,93.9099,1.0,1.0,1.0,-1512.6052,168.814,19.019,0.0001,19.0
1595.2376,2629.1721,2629172.25,nan,149.9207,3.0,nan,125.1613,28.4544,33.882,1595.2375,1.0643,-737.7894,nan,0.3192,0.0001,0.01,8625.8926,1.2932,28.4544,809.6528,94.4413,1.0,1.0,1.0,-1512.7576,168.8225,24.383,0.0001,19.0
1595.39,2854.532,2854537.0,nan,148.9868,3.0,nan,136.9001,14.3122,16.2581,1595.39,0.9863,-737.8637,nan,0.3176,0.0001,0.01,9365.2783,1.3953,14.3122,204.8391,95.0276,1.0,1.0,1.0,-1512.9099,168.8309,32.947,0.0001,19.0
1595.5424,3168.1526,3168152.5,nan,147.5053,3.0,nan,151.1021,9.2965,8.8235,1595.5424,0.9544,-737.938,nan,0.316,0.0001,0.01,10394.2012,1.5332,9.2965,86.4249,95.42,1.0,1.0,1.0,-1513.0624,168.8394,42.532,0.0001,19.0
1595.6948,3536.3352,3536335.0,nan,145.4472,3.0,nan,164.7355,7.4548,6.6814,1595.6948,0.8906,-738.0124,nan,0.3144,0.0001,0.01,11602.1494,1.6875,7.4548,55.574,95.7464,1.0,1.0,1.0,-1513.2147,168.8479,51.893,0.0001,19.0
1595.8472,3886.405,3886300.5,nan,142.7846,3.0,nan,175.3413,6.6925,6.371,1595.8472,0.8659,-738.0867,nan,0.3127,0.0001,0.01,12750.3291,1.8206,6.6925,44.7896,95.7809,1.0,1.0,1.0,-1513.3672,168.8564,58.411,0.0001,19.0
1595.9996,4087.8677,4087855.0,nan,140.3632,3.0,nan,182.509,6.3579,6.2609,1595.9995,0.8291,-738.161,nan,0.3111,0.0001,0.01,13411.5977,1.8825,6.3579,40.4229,95.6823,1.0,1.0,1.0,-1513.5195,168.8649,60.688,0.0001,19.0
1596.1519,4062.6335,4062633.5,nan,139.218,0.0,nan,186.5425,6.2462,6.3347,1596.1519,0.812,-738.2353,nan,0.3095,0.0001,0.01,13328.8496,1.8556,6.2462,39.0146,95.3097,1.0,1.0,1.0,-1513.6719,168.8734,58.941,0.0001,19.0
