DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,CALI,CALI[DERIVED]1,DT,FACIES,FLD1,GR,LLD,LLS,NPHI,PEF,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,SXWI,TDVSS,TEMP,VCL,WATER_VOL,ZLT
1545.2441,5787.4771,5787477.0,nan,8.975,8.975,127.7664,0.0,nan,104.636,1.564,1.748,0.5054,5.891,nan,nan,0.1948,0.0249,0.0249,18987.7852,2.426,1.564,2.4461,449.985,1.0,1.0,1.0,-1481.884,163.3773,84.965,0.0249,nan
1545.3961,5833.9629,5833963.0,nan,8.962,8.962,127.5842,0.0,nan,101.0832,1.689,1.906,0.5532,6.067,nan,nan,0.196,0.0176,0.0176,19140.2988,2.442,1.689,2.8527,449.462,1.0,1.0,1.0,-1482.036,163.3855,89.182,0.0176,nan
1545.5481,5886.7651,5886765.0,nan,8.96,8.96,127.1129,0.0,nan,96.3653,1.787,2.01,0.5852,6.302,nan,nan,0.1969,0.013,0.013,19313.5332,2.455,1.787,3.1934,449.115,1.0,1.0,1.0,-1482.188,163.3937,91.941,0.013,nan
1545.7,6014.335,6014335.0,nan,8.959,8.959,125.6837,0.0,nan,90.9257,1.877,2.089,0.5803,6.369,nan,nan,0.1963,0.0108,0.0108,19732.0703,2.48,1.877,3.5231,448.893,1.0,1.0,1.0,-1482.3401,163.4019,92.731,0.0108,nan
1545.852,6090.7412,6090741.5,nan,8.966,8.966,124.9078,0.0,nan,87.3034,1.893,2.069,0.5807,5.91,nan,nan,0.1943,0.0058,0.01,19982.748,2.496,1.893,3.5834,448.675,1.0,1.0,1.0,-1482.4921,163.4101,94.248,0.0058,nan
1546.0041,5991.2222,5991222.0,nan,8.982,8.982,125.9651,0.0,nan,87.363,1.803,1.933,0.5953,5.309,nan,nan,0.1951,0.0026,0.01,19656.2402,2.476,1.803,3.2508,448.454,1.0,1.0,1.0,-1482.644,163.4183,96.25,0.0026,nan
1546.1561,5726.0615,5726061.5,nan,9.002,9.002,128.7109,0.0,nan,90.0963,1.686,1.78,0.5894,4.775,nan,nan,0.1977,0.0046,0.01,18786.291,2.418,1.686,2.8426,448.31,1.0,1.0,1.0,-1482.796,163.4265,96.549,0.0046,nan
1546.3081,5485.0107,5485011.0,nan,9.035,9.035,131.311,0.0,nan,93.2492,1.613,1.689,0.5643,4.232,nan,nan,0.198,0.0092,0.01,17995.4434,2.363,1.613,2.6018,448.338,1.0,1.0,1.0,-1482.948,163.4346,94.415,0.0092,nan
1546.46,5498.6499,5498650.0,nan,9.075,9.075,130.5973,0.0,nan,94.7444,1.609,1.681,0.5437,3.976,nan,nan,0.1971,0.0155,0.0155,18040.1895,2.356,1.609,2.5889,448.456,1.0,1.0,1.0,-1483.1001,163.4429,90.798,0.0155,nan
1546.612,5673.5088,5673508.5,nan,9.072,9.072,127.3781,0.0,nan,94.6317,1.687,1.771,0.5294,4.276,nan,nan,0.1958,0.0221,0.0221,18613.873,2.371,1.687,2.846,448.497,1.0,1.0,1.0,-1483.2521,163.451,86.88,0.0221,nan
1546.764,5902.208,5902208.0,nan,9.016,9.016,124.3532,0.0,nan,95.828,1.817,1.925,0.5138,4.946,nan,nan,0.1927,0.025,0.025,19364.1992,2.408,1.817,3.3015,448.402,1.0,1.0,1.0,-1483.4041,163.4592,83.883,0.025,nan
1546.9161,6131.7905,6131790.5,nan,8.965,8.965,122.2821,0.0,nan,99.841,1.87,1.998,0.5013,5.439,nan,nan,0.187,0.02,0.02,20117.4238,2.46,1.87,3.4969,448.169,1.0,1.0,1.0,-1483.556,163.4674,83.494,0.02,nan
1547.0681,6090.5605,6090561.0,nan,8.949,8.949,122.7595,0.0,nan,105.8655,1.797,1.924,0.5061,5.5,nan,nan,0.1863,0.0162,0.0162,19982.1543,2.453,1.797,3.2292,447.738,1.0,1.0,1.0,-1483.708,163.4756,85.068,0.0162,nan
1547.22,5923.3496,5923349.5,nan,8.951,8.951,125.1958,0.0,nan,111.8813,1.729,1.85,0.5276,5.314,nan,nan,0.1926,0.0185,0.0185,19433.5605,2.433,1.729,2.9894,447.315,1.0,1.0,1.0,-1483.86,163.4838,87.048,0.0185,nan
1547.372,5733.8311,5733831.0,nan,8.963,8.963,127.048,0.0,nan,114.533,1.768,1.892,0.5422,4.887,nan,nan,0.1962,0.0189,0.0189,18811.7832,2.39,1.768,3.1258,447.187,1.0,1.0,1.0,-1484.0121,163.4921,88.644,0.0189,nan
1547.524,5719.6802,5719680.5,nan,8.974,8.974,126.563,0.0,nan,111.1967,1.894,2.029,0.5408,4.532,nan,nan,0.1962,0.0194,0.0194,18765.3555,2.375,1.894,3.5872,447.205,1.0,1.0,1.0,-1484.1641,163.5002,88.386,0.0194,nan
1547.6761,5896.3052,5896305.0,nan,8.97,8.97,123.4955,0.0,nan,104.5432,2.018,2.159,0.5376,4.666,nan,nan,0.1943,0.0201,0.0201,19344.832,2.389,2.018,4.0723,447.214,1.0,1.0,1.0,-1484.316,163.5084,87.135,0.0201,nan
1547.8281,6040.8315,6040831.5,nan,8.956,8.956,122.5592,0.0,nan,98.6253,2.051,2.178,0.5333,5.058,nan,nan,0.1898,0.015,0.015,19819.0,2.429,2.051,4.2066,447.368,1.0,1.0,1.0,-1484.468,163.5166,87.399,0.015,nan
1547.98,6081.2407,6081241.0,nan,8.956,8.956,123.2484,0.0,nan,95.4311,1.94,2.037,0.5348,5.098,nan,nan,0.1882,0.0093,0.01,19951.5781,2.459,1.94,3.7636,447.569,1.0,1.0,1.0,-1484.62,163.5248,89.452,0.0093,nan
1548.132,6001.9053,6001905.5,nan,8.991,8.991,123.8619,0.0,nan,96.3344,1.728,1.798,0.5616,4.942,nan,nan,0.1932,0.0089,0.01,19691.291,2.439,1.728,2.986,447.638,1.0,1.0,1.0,-1484.7721,163.533,92.144,0.0089,nan
1548.284,5805.7773,5805777.5,nan,9.02,9.02,126.1036,0.0,nan,101.9307,1.602,1.667,0.5942,4.969,nan,nan,0.1972,0.0088,0.01,19047.8262,2.402,1.602,2.5664,447.633,1.0,1.0,1.0,-1484.9241,163.5412,94.196,0.0088,nan
1548.4361,5782.5659,5782566.0,nan,9.003,9.003,125.9246,0.0,nan,108.8131,1.656,1.743,0.5892,4.992,nan,nan,0.197,0.0104,0.0104,18971.6738,2.389,1.656,2.7423,447.532,1.0,1.0,1.0,-1485.076,163.5494,93.286,0.0104,nan
1548.5881,5860.9131,5860913.0,nan,8.969,8.969,124.2413,0.0,nan,110.9913,1.858,1.99,0.5398,4.967,nan,nan,0.1959,0.0187,0.0187,19228.7168,2.389,1.858,3.4522,447.159,1.0,1.0,1.0,-1485.228,163.5576,88.624,0.0187,nan
1548.7401,5829.8008,5829801.0,nan,8.961,8.961,124.9566,0.0,nan,107.5909,2.041,2.217,0.5069,5.017,nan,nan,0.195,0.0251,0.0251,19126.6426,2.39,2.041,4.1657,446.637,1.0,1.0,1.0,-1485.3801,163.5658,84.95,0.0251,nan
1548.892,5801.0933,5801093.5,nan,8.967,8.967,126.3631,0.0,nan,103.8256,2.064,2.246,0.5276,5.344,nan,nan,0.1951,0.0231,0.0231,19032.459,2.405,2.064,4.2601,446.215,1.0,1.0,1.0,-1485.532,163.574,85.977,0.0231,nan
1549.044,5842.0142,5842014.0,nan,8.968,8.968,126.2084,0.0,nan,101.9876,2.001,2.163,0.5664,5.898,nan,nan,0.195,0.0208,0.0208,19166.7129,2.419,2.001,4.004,445.991,1.0,1.0,1.0,-1485.684,163.5822,87.081,0.0208,nan
1549.1961,6089.4526,6089452.5,nan,8.963,8.963,123.1823,0.0,nan,98.4246,2.007,2.155,0.5532,6.459,nan,nan,0.1896,0.0191,0.0191,19978.5195,2.461,2.007,4.028,445.928,1.0,1.0,1.0,-1485.8361,163.5904,85.267,0.0191,nan
1549.3481,6557.1519,6557151.5,nan,8.96,8.96,118.3008,0.0,nan,91.8542,2.133,2.274,0.504,6.528,nan,nan,0.1746,0.0089,0.01,21512.9648,2.545,2.133,4.5497,445.936,1.0,1.0,1.0,-1485.988,163.5986,82.869,0.0089,nan
1549.5001,6799.7363,6799736.0,nan,8.964,8.964,116.4112,0.0,nan,86.2673,2.277,2.397,0.48,5.684,nan,nan,0.1638,0.0001,0.01,22308.8457,2.597,2.277,5.1847,445.977,1.0,1.0,1.0,-1486.14,163.6068,81.887,0.0001,nan
1549.652,6433.9517,6433951.5,nan,8.977,8.977,119.5238,0.0,nan,86.0418,2.211,2.271,0.4886,4.538,nan,nan,0.1704,0.0033,0.01,21108.7637,2.523,2.211,4.8885,446.072,1.0,1.0,1.0,-1486.292,163.615,83.582,0.0033,nan
1549.804,5903.4321,5903432.0,nan,9.028,9.028,124.7921,0.0,nan,93.5123,1.903,1.904,0.5176,4.013,nan,nan,0.1866,0.0125,0.0125,19368.2148,2.417,1.903,3.6214,446.227,1.0,1.0,1.0,-1486.4441,163.6232,87.027,0.0125,nan
1549.9561,5556.2632,5556263.0,nan,9.114,9.114,130.1208,0.0,nan,106.1142,1.611,1.587,0.5459,3.996,nan,nan,0.197,0.0162,0.0162,18229.209,2.372,1.611,2.5953,446.405,1.0,1.0,1.0,-1486.5961,163.6314,90.41,0.0162,nan
1550.1081,5405.7285,5405728.5,nan,9.168,9.168,132.5603,0.0,nan,117.2126,1.466,1.437,0.5472,4.104,nan,nan,0.1971,0.0148,0.0148,17735.3301,2.351,1.466,2.1492,446.621,1.0,1.0,1.0,-1486.748,163.6396,91.12,0.0148,nan
1550.2601,5425.7744,5425774.0,nan,9.172,9.172,131.284,0.0,nan,123.0001,1.415,1.395,0.5108,4.172,nan,nan,0.1961,0.0224,0.0224,17801.0957,2.337,1.415,2.0022,446.864,1.0,1.0,1.0,-1486.9,163.6478,86.827,0.0224,nan
1550.412,5524.0107,5524011.0,nan,9.159,9.159,130.2736,0.0,nan,123.9725,1.389,1.389,0.4657,4.221,nan,nan,0.195,0.0312,0.0312,18123.3945,2.361,1.389,1.9293,447.015,1.0,1.0,1.0,-1487.0521,163.656,81.905,0.0312,nan
1550.564,5607.3613,5607361.0,nan,9.139,9.139,130.5114,0.0,nan,122.1964,1.364,1.39,0.4569,4.28,nan,nan,0.1948,0.0322,0.0322,18396.8535,2.401,1.364,1.8605,446.979,1.0,1.0,1.0,-1487.2041,163.6642,81.326,0.0322,nan
1550.716,5613.1143,5613114.0,nan,9.104,9.104,130.7035,0.0,nan,119.5266,1.349,1.403,0.4976,4.294,nan,nan,0.1956,0.0245,0.0245,18415.7285,2.407,1.349,1.8198,446.873,1.0,1.0,1.0,-1487.3561,163.6724,85.568,0.0245,nan
1550.8681,5571.646,5571646.0,nan,9.058,9.058,130.801,0.0,nan,116.3075,1.37,1.45,0.5422,4.468,nan,nan,0.1966,0.0148,0.0148,18279.6777,2.391,1.37,1.8769,446.88,1.0,1.0,1.0,-1487.5081,163.6806,90.903,0.0148,nan
1551.0201,5553.7227,5553723.0,nan,9.001,9.001,131.3329,0.0,nan,111.8734,1.458,1.572,0.5603,4.75,nan,nan,0.1972,0.0085,0.01,18220.875,2.393,1.458,2.1258,446.932,1.0,1.0,1.0,-1487.66,163.6888,94.34,0.0085,nan
1551.172,5522.5063,5522506.5,nan,8.936,8.936,132.0201,0.0,nan,106.3964,1.634,1.791,0.5764,4.998,nan,nan,0.1972,0.0068,0.01,18118.459,2.392,1.634,2.67,446.8,1.0,1.0,1.0,-1487.812,163.697,95.2,0.0068,nan
1551.324,5582.229,5582229.0,nan,8.888,8.888,131.099,0.0,nan,100.4853,1.849,2.053,0.569,5.457,nan,nan,0.1966,0.0112,0.0112,18314.4004,2.401,1.849,3.4188,446.433,1.0,1.0,1.0,-1487.964,163.7052,92.664,0.0112,nan
1551.476,5740.3672,5740367.5,nan,8.88,8.88,129.5052,0.0,nan,94.7125,2.025,2.255,0.5351,6.324,nan,nan,0.1957,0.0193,0.0193,18833.2266,2.439,2.025,4.1006,446.037,1.0,1.0,1.0,-1488.1161,163.7134,88.202,0.0193,nan
1551.6281,5914.5347,5914535.0,nan,8.908,8.908,127.856,0.0,nan,89.8644,2.144,2.371,0.5294,7.06,nan,nan,0.1952,0.0218,0.0218,19404.6426,2.481,2.144,4.5967,445.729,1.0,1.0,1.0,-1488.2681,163.7216,86.71,0.0218,nan
1551.7801,6044.2017,6044201.5,nan,8.93,8.93,125.9704,0.0,nan,87.3282,2.203,2.407,0.57,7.089,nan,nan,0.1943,0.0155,0.0155,19830.0566,2.498,2.203,4.8532,445.445,1.0,1.0,1.0,-1488.42,163.7298,89.391,0.0155,nan
1551.932,6018.4507,6018450.5,nan,8.93,8.93,126.1042,0.0,nan,87.4905,2.196,2.366,0.5997,6.758,nan,nan,0.1929,0.0073,0.01,19745.5723,2.49,2.196,4.8224,445.15,1.0,1.0,1.0,-1488.572,163.738,92.818,0.0073,nan
1552.084,5880.2944,5880294.5,nan,8.928,8.928,127.8748,0.0,nan,88.3942,2.152,2.295,0.5884,6.244,nan,nan,0.1926,0.0022,0.01,19292.3047,2.467,2.152,4.6311,444.889,1.0,1.0,1.0,-1488.7241,163.7462,95.245,0.0022,nan
1552.236,5723.8833,5723883.5,nan,8.93,8.93,129.6651,0.0,nan,88.7794,2.103,2.231,0.5703,5.454,nan,nan,0.1936,0.0005,0.01,18779.1445,2.435,2.103,4.4226,444.789,1.0,1.0,1.0,-1488.8761,163.7544,96.583,0.0005,nan
1552.3881,5528.4756,5528475.5,nan,8.934,8.934,131.5467,0.0,nan,89.5464,2.065,2.19,0.5754,4.691,nan,nan,0.1965,0.002,0.01,18138.043,2.386,2.065,4.2642,445.031,1.0,1.0,1.0,-1489.0281,163.7626,97.264,0.002,nan
1552.5401,5374.8535,5374853.5,nan,8.938,8.938,132.301,0.0,nan,90.0342,2.054,2.186,0.5889,4.31,nan,nan,0.1986,0.0036,0.01,17634.0332,2.333,2.054,4.2189,445.599,1.0,1.0,1.0,-1489.1801,163.7708,97.492,0.0036,nan
1552.6921,5390.9453,5390945.0,nan,8.936,8.936,130.7188,0.0,nan,90.2318,2.082,2.229,0.5774,4.376,nan,nan,0.198,0.007,0.01,17686.8281,2.312,2.082,4.3347,446.274,1.0,1.0,1.0,-1489.3322,163.779,95.519,0.007,nan
1552.844,5580.1401,5580140.0,nan,8.928,8.928,127.7615,0.0,nan,93.0563,2.127,2.292,0.554,4.585,nan,nan,0.1964,0.0121,0.0121,18307.5469,2.339,2.127,4.5241,446.819,1.0,1.0,1.0,-1489.484,163.7872,92.169,0.0121,nan
1552.996,5849.6016,5849601.5,nan,8.928,8.928,124.4815,0.0,nan,100.4765,2.121,2.292,0.5542,4.739,nan,nan,0.1923,0.0124,0.0124,19191.6074,2.389,2.121,4.4986,447.105,1.0,1.0,1.0,-1489.636,163.7954,89.973,0.0124,nan
1553.1481,6049.7349,6049735.0,nan,8.94,8.94,121.9253,0.0,nan,109.0072,2.054,2.222,0.572,4.903,nan,nan,0.1859,0.0081,0.01,19848.2109,2.42,2.054,4.2189,447.147,1.0,1.0,1.0,-1489.7881,163.8036,88.876,0.0081,nan
1553.3001,6143.9175,6143917.5,nan,8.952,8.952,120.8997,0.0,nan,113.8064,2.02,2.187,0.5581,5.182,nan,nan,0.1813,0.0048,0.01,20157.209,2.437,2.02,4.0804,447.042,1.0,1.0,1.0,-1489.9401,163.8118,88.261,0.0048,nan
1553.4521,6171.5713,6171571.5,nan,8.957,8.957,120.753,0.0,nan,114.1674,2.075,2.253,0.5113,5.459,nan,nan,0.1782,0.0066,0.01,20247.9375,2.445,2.075,4.3056,446.831,1.0,1.0,1.0,-1490.092,163.82,85.823,0.0066,nan
1553.604,6136.9126,6136913.0,nan,8.957,8.957,121.3357,0.0,nan,111.394,2.166,2.351,0.4775,5.393,nan,nan,0.1761,0.0112,0.0112,20134.2285,2.443,2.166,4.6916,446.549,1.0,1.0,1.0,-1490.244,163.8282,82.42,0.0112,nan
1553.756,6048.9282,6048928.0,nan,8.953,8.953,123.1006,0.0,nan,106.902,2.147,2.31,0.4812,5.062,nan,nan,0.1797,0.0139,0.0139,19845.5645,2.443,2.147,4.6096,446.443,1.0,1.0,1.0,-1490.3961,163.8364,82.915,0.0139,nan
1553.9081,5873.2832,5873283.5,nan,8.957,8.957,125.8478,0.0,nan,104.4014,1.954,2.074,0.5172,4.884,nan,nan,0.1892,0.0179,0.0179,19269.3027,2.425,1.954,3.8181,446.702,1.0,1.0,1.0,-1490.5481,163.8446,85.649,0.0179,nan
1554.0601,5694.1328,5694133.0,nan,8.967,8.967,128.4155,0.0,nan,106.3714,1.712,1.801,0.5403,5.033,nan,nan,0.1955,0.0205,0.0205,18681.5391,2.399,1.712,2.9309,447.171,1.0,1.0,1.0,-1490.7001,163.8528,87.508,0.0205,nan
1554.2121,5659.7969,5659797.0,nan,8.971,8.971,128.9253,0.0,nan,109.429,1.567,1.651,0.5215,5.318,nan,nan,0.1951,0.0227,0.0227,18568.8867,2.394,1.567,2.4555,447.499,1.0,1.0,1.0,-1490.8521,163.861,86.178,0.0227,nan
1554.364,5789.3657,5789365.5,nan,8.971,8.971,126.9876,0.0,nan,110.4541,1.567,1.671,0.4951,5.545,nan,nan,0.1941,0.0297,0.0297,18993.9824,2.412,1.567,2.4555,447.543,1.0,1.0,1.0,-1491.004,163.8692,82.191,0.0297,nan
1554.516,5965.9224,5965922.5,nan,8.976,8.976,124.1491,0.0,nan,109.2743,1.708,1.86,0.484,5.748,nan,nan,0.1933,0.036,0.036,19573.2363,2.43,1.708,2.9173,447.362,1.0,1.0,1.0,-1491.156,163.8774,78.644,0.036,nan
1554.668,6069.9277,6069928.0,nan,8.978,8.978,122.0219,0.0,nan,105.7774,1.924,2.143,0.479,5.976,nan,nan,0.193,0.0388,0.0388,19914.4609,2.43,1.924,3.7018,447.059,1.0,1.0,1.0,-1491.3081,163.8856,77.118,0.0388,nan
1554.8201,6058.5322,6058532.5,nan,8.97,8.97,121.4967,0.0,nan,100.8578,2.083,2.349,0.49,6.056,nan,nan,0.1926,0.0347,0.0347,19877.0742,2.415,2.083,4.3389,446.79,1.0,1.0,1.0,-1491.4601,163.8938,78.973,0.0347,nan
1554.9721,6005.8867,6005886.5,nan,8.959,8.959,122.308,0.0,nan,98.0263,2.148,2.413,0.5285,5.824,nan,nan,0.1906,0.0238,0.0238,19704.3535,2.41,2.148,4.6139,446.713,1.0,1.0,1.0,-1491.6121,163.902,83.365,0.0238,nan
1555.124,5959.6128,5959613.0,nan,8.956,8.956,123.4622,0.0,nan,97.6482,2.17,2.405,0.5422,5.426,nan,nan,0.1886,0.0171,0.0171,19552.5352,2.414,2.17,4.7089,446.852,1.0,1.0,1.0,-1491.764,163.9102,85.77,0.0171,nan
1555.276,5901.2432,5901243.0,nan,8.965,8.965,124.4768,0.0,nan,96.2622,2.159,2.351,0.5088,5.144,nan,nan,0.1901,0.0234,0.0234,19361.0332,2.41,2.159,4.6613,447.173,1.0,1.0,1.0,-1491.916,163.9184,83.333,0.0234,nan
1555.428,5856.8555,5856855.0,nan,8.977,8.977,125.3161,0.0,nan,92.283,2.1,2.249,0.4845,5.062,nan,nan,0.1929,0.0325,0.0325,19215.4043,2.408,2.1,4.41,447.614,1.0,1.0,1.0,-1492.0681,163.9266,80.216,0.0325,nan
1555.5801,5832.0273,5832027.0,nan,8.982,8.982,126.1109,0.0,nan,88.1605,2.013,2.129,0.4956,5.031,nan,nan,0.1945,0.0318,0.0318,19133.9473,2.413,2.013,4.0522,448.054,1.0,1.0,1.0,-1492.2201,163.9348,81.357,0.0318,nan
1555.7321,5757.9541,5757954.5,nan,8.973,8.973,127.4157,0.0,nan,86.0837,1.926,2.02,0.5167,4.776,nan,nan,0.1956,0.0255,0.0255,18890.9258,2.407,1.926,3.7095,448.385,1.0,1.0,1.0,-1492.3721,163.943,85.056,0.0255,nan
1555.884,5538.4482,5538448.0,nan,8.964,8.964,130.0991,0.0,nan,86.3277,1.84,1.916,0.5319,4.242,nan,nan,0.1968,0.0204,0.0204,18170.7617,2.364,1.84,3.3856,448.703,1.0,1.0,1.0,-1492.524,163.9512,88.188,0.0204,nan
1556.036,5312.6152,5312615.5,nan,8.994,8.994,133.5067,0.0,nan,87.2005,1.74,1.803,0.5341,3.974,nan,nan,0.1968,0.018,0.018,17429.8398,2.327,1.74,3.0276,449.142,1.0,1.0,1.0,-1492.676,163.9594,89.386,0.018,nan
1556.188,5298.8257,5298825.5,nan,9.08,9.08,134.8895,0.0,nan,86.4859,1.667,1.73,0.5205,4.409,nan,nan,0.1962,0.0189,0.0189,17384.5996,2.345,1.667,2.7789,449.647,1.0,1.0,1.0,-1492.828,163.9676,88.659,0.0189,nan
1556.3401,5454.7363,5454736.5,nan,9.147,9.147,133.2133,0.0,nan,83.9725,1.704,1.787,0.519,5.354,nan,nan,0.1959,0.0195,0.0195,17896.1172,2.384,1.704,2.9036,449.898,1.0,1.0,1.0,-1492.9801,163.9758,88.22,0.0195,nan
1556.4921,5653.1841,5653184.0,nan,9.113,9.113,129.5075,0.0,nan,82.763,1.883,2.013,0.5528,6.149,nan,nan,0.1964,0.0167,0.0167,18547.1914,2.402,1.883,3.5457,449.662,1.0,1.0,1.0,-1493.1321,163.984,89.818,0.0167,nan
1556.6441,5846.1045,5846104.5,nan,9.025,9.025,125.3902,0.0,nan,83.8334,2.093,2.278,0.605,6.345,nan,nan,0.1971,0.0116,0.0116,19180.1328,2.405,2.093,4.3806,449.131,1.0,1.0,1.0,-1493.2841,163.9922,92.763,0.0116,nan
1556.796,5964.4243,5964424.5,nan,8.971,8.971,123.4137,0.0,nan,84.4083,2.183,2.389,0.6287,6.199,nan,nan,0.1977,0.0082,0.01,19568.3223,2.415,2.183,4.7655,448.765,1.0,1.0,1.0,-1493.436,164.0004,94.717,0.0082,nan
1556.948,5952.7617,5952761.5,nan,8.959,8.959,124.27,0.0,nan,83.547,2.175,2.357,0.6091,5.859,nan,nan,0.1979,0.0079,0.01,19530.0586,2.427,2.175,4.7306,448.707,1.0,1.0,1.0,-1493.588,164.0086,94.98,0.0079,nan
1557.1001,5825.3037,5825303.5,nan,8.963,8.963,126.7797,0.0,nan,83.6825,2.138,2.275,0.5875,5.374,nan,nan,0.1978,0.0078,0.01,19111.8887,2.423,2.138,4.571,448.817,1.0,1.0,1.0,-1493.7401,164.0168,95.0,0.0078,nan
1557.2521,5671.4951,5671495.0,nan,8.969,8.969,128.8744,0.0,nan,85.6127,2.075,2.167,0.5882,5.044,nan,nan,0.1977,0.0071,0.01,18607.2676,2.398,2.075,4.3056,449.052,1.0,1.0,1.0,-1493.892,164.025,95.317,0.0071,nan
1557.4041,5621.4302,5621430.0,nan,8.969,8.969,129.3715,0.0,nan,88.691,2.003,2.068,0.5867,4.906,nan,nan,0.1979,0.0065,0.01,18443.0117,2.386,2.003,4.012,449.424,1.0,1.0,1.0,-1494.0441,164.0332,95.716,0.0065,nan
1557.556,5523.1694,5523169.5,nan,8.969,8.969,130.6246,0.0,nan,91.8374,1.957,2.012,0.567,4.747,nan,nan,0.1976,0.0093,0.01,18120.6348,2.367,1.957,3.8298,449.817,1.0,1.0,1.0,-1494.196,164.0414,94.17,0.0093,nan
1557.708,5378.1787,5378178.5,nan,8.972,8.972,132.7292,0.0,nan,93.6668,1.926,1.987,0.5383,4.691,nan,nan,0.1969,0.0154,0.0154,17644.9434,2.342,1.926,3.7095,450.182,1.0,1.0,1.0,-1494.348,164.0496,90.739,0.0154,nan
1557.8601,5338.145,5338145.0,nan,8.966,8.966,133.325,0.0,nan,93.2416,1.907,1.983,0.5152,4.712,nan,nan,0.1963,0.0204,0.0204,17513.5996,2.335,1.907,3.6366,450.522,1.0,1.0,1.0,-1494.5,164.0578,87.932,0.0204,nan
1558.0121,5441.2144,5441214.0,nan,8.956,8.956,132.648,0.0,nan,91.3545,1.937,2.036,0.5118,4.701,nan,nan,0.1961,0.0214,0.0214,17851.752,2.368,1.937,3.752,450.756,1.0,1.0,1.0,-1494.6521,164.066,87.303,0.0214,nan
1558.1641,5598.2524,5598252.5,nan,8.953,8.953,130.016,0.0,nan,89.3157,2.038,2.168,0.5324,4.805,nan,nan,0.195,0.0175,0.0175,18366.9688,2.388,2.038,4.1534,450.766,1.0,1.0,1.0,-1494.8041,164.0742,88.74,0.0175,nan
1558.316,5845.3462,5845346.0,nan,8.952,8.952,125.25,0.0,nan,88.7323,2.176,2.337,0.563,4.573,nan,nan,0.1892,0.0107,0.0107,19177.6445,2.402,2.176,4.735,450.517,1.0,1.0,1.0,-1494.9561,164.0824,89.271,0.0107,nan
1558.468,6029.0547,6029054.5,nan,8.956,8.956,122.293,0.0,nan,89.2029,2.273,2.45,0.5793,4.403,nan,nan,0.1837,0.007,0.01,19780.3633,2.419,2.273,5.1665,450.246,1.0,1.0,1.0,-1495.108,164.0906,88.365,0.007,nan
1558.62,5977.6392,5977639.5,nan,8.965,8.965,122.733,0.0,nan,88.6759,2.277,2.445,0.5755,4.59,nan,nan,0.1858,0.0107,0.0107,19611.6777,2.407,2.277,5.1847,450.276,1.0,1.0,1.0,-1495.26,164.0988,87.521,0.0107,nan
1558.7721,5841.0083,5841008.5,nan,8.966,8.966,124.769,0.0,nan,86.876,2.211,2.354,0.5649,4.673,nan,nan,0.1917,0.0161,0.0161,19163.4141,2.391,2.211,4.8885,450.671,1.0,1.0,1.0,-1495.412,164.107,87.784,0.0161,nan
1558.9241,5702.5435,5702543.5,nan,8.956,8.956,126.783,0.0,nan,85.9078,2.118,2.23,0.5592,4.401,nan,nan,0.1967,0.016,0.016,18709.1328,2.372,2.118,4.4859,451.21,1.0,1.0,1.0,-1495.564,164.1152,90.35,0.016,nan
1559.076,5507.2407,5507241.0,nan,8.954,8.954,129.176,0.0,nan,86.7726,2.012,2.095,0.5565,4.04,nan,nan,0.1977,0.014,0.014,18068.375,2.334,2.012,4.0481,451.801,1.0,1.0,1.0,-1495.7161,164.1234,91.858,0.014,nan
1559.228,5286.8936,5286893.5,nan,8.96,8.96,132.369,0.0,nan,87.6846,1.897,1.958,0.5466,3.958,nan,nan,0.1974,0.0154,0.0154,17345.4512,2.296,1.897,3.5986,452.384,1.0,1.0,1.0,-1495.868,164.1316,91.026,0.0154,nan
1559.38,5228.7021,5228702.0,nan,8.97,8.97,133.609,0.0,nan,87.9247,1.812,1.865,0.5261,4.226,nan,nan,0.1968,0.0189,0.0189,17154.5352,2.292,1.812,3.2833,452.907,1.0,1.0,1.0,-1496.02,164.1398,88.972,0.0189,nan
1559.5321,5335.1304,5335130.5,nan,8.981,8.981,132.829,0.0,nan,88.4228,1.808,1.868,0.5125,4.515,nan,nan,0.1963,0.0223,0.0223,17503.709,2.325,1.808,3.2689,453.318,1.0,1.0,1.0,-1496.172,164.148,87.049,0.0223,nan
1559.6841,5407.0,5407000.0,nan,8.993,8.993,131.909,0.0,nan,89.5824,1.856,1.936,0.5122,4.483,nan,nan,0.1962,0.0236,0.0236,17739.502,2.34,1.856,3.4447,453.581,1.0,1.0,1.0,-1496.3241,164.1562,86.254,0.0236,nan
1559.836,5475.0015,5475001.5,nan,9.002,9.002,130.382,0.0,nan,90.7802,1.877,1.978,0.5162,4.413,nan,nan,0.1961,0.0238,0.0238,17962.6035,2.342,1.877,3.5231,453.654,1.0,1.0,1.0,-1496.4761,164.1644,86.152,0.0238,nan
1559.988,5496.0356,5496036.0,nan,8.984,8.984,129.883,0.0,nan,91.8812,1.861,1.982,0.5172,4.53,nan,nan,0.1962,0.0232,0.0232,18031.6133,2.342,1.861,3.4633,453.651,1.0,1.0,1.0,-1496.6281,164.1725,86.516,0.0232,nan
