DEPTH,ACOUSTICIMPEDANCE1,AI,AVG_PIGN,BIT,CALI,NPHI,DT,DTDS,FACIES,FLD1,GR,M2R1,LLD,NPHI_1,PEF,PERF_INT,PERMEABILITY,PHIT,PIGN,PIGN_MODELLING,PIMP,RHOB,LLD_1,RT_MODELLING,RT_POWER,SP,SUWI,SUWI_MODELLING,TDVSS,TEMP,TH,U,VCL,WATER_VOL,RHOB_1,ZLT
1530.5532,7693.6372,7693637.5,nan,0.2159,8.8848,0.5171,103.3255,103.3255,0.0,nan,93.7051,3.2173,3.2613,0.5171,5.6472,nan,0.0149,0.5394,0.0158,0.0158,25241.5918,2.6081,2.8438,2.8438,8.0874,246.28,1.0,1.0,-1450.0532,158.5852,0.0,0.0,66.227,0.0158,2.6081,18.0
1530.7056,7740.084,7740102.0,nan,0.2159,8.8849,0.5299,101.1067,101.1067,0.0,nan,91.4503,3.1564,3.1998,0.5299,5.6162,nan,0.0106,0.5067,0.0144,0.0144,25394.0352,2.5675,2.7902,2.7902,7.7853,246.1447,1.0,1.0,-1450.2056,158.593,0.0,0.0,63.111,0.0144,2.5675,18.0
1530.858,7712.7246,7712724.5,nan,0.2159,8.886,0.4986,100.2086,100.2086,0.0,nan,89.9289,3.1546,3.1918,0.4986,5.6088,nan,0.0347,0.4895,0.0242,0.0242,25304.2148,2.5357,2.7833,2.7833,7.7465,246.085,1.0,1.0,-1450.358,158.6008,0.0,0.0,54.587,0.0242,2.5357,18.0
1531.0104,7826.0493,7826049.0,nan,0.2159,8.8856,0.4549,98.1305,98.1305,0.0,nan,88.7246,3.2057,3.2309,0.4549,5.5847,nan,0.0846,0.4644,0.038,0.038,25676.0137,2.5196,2.8173,2.8173,7.9375,246.0489,1.0,1.0,-1450.5104,158.6087,0.0,0.0,49.989,0.038,2.5196,18.0
1531.1628,7896.751,7896751.0,nan,0.2159,8.8843,0.4204,96.3873,96.3873,0.0,nan,87.6076,3.2481,3.2517,0.4204,5.4207,nan,0.1024,0.4411,0.0484,0.0484,25907.9766,2.4972,2.8355,2.8355,8.0399,246.0292,1.0,1.0,-1450.6628,158.6165,0.0,0.0,49.887,0.0484,2.4972,18.0
1531.3152,7646.877,7646877.0,nan,0.2159,8.8823,0.4049,98.3491,98.3491,0.0,nan,85.9105,3.217,3.189,0.4049,5.1717,nan,0.0691,0.4534,0.05,0.05,25088.1797,2.4674,2.7808,2.7808,7.7328,246.0994,1.0,1.0,-1450.8152,158.6243,0.0,0.0,53.852,0.05,2.4674,18.0
1531.4676,7272.4038,7272469.5,nan,0.2159,8.8803,0.4133,102.7637,102.7637,0.0,nan,84.4204,3.14,3.0726,0.4133,5.1354,nan,0.0415,0.4942,0.043,0.043,23859.8086,2.4519,2.6793,2.6793,7.1786,246.3198,1.0,1.0,-1450.9677,158.6321,0.0,0.0,59.675,0.043,2.4519,18.0
1531.62,7027.8086,7027808.5,nan,0.2159,8.884,0.4323,106.9041,106.9041,0.0,nan,83.9071,3.108,2.9988,0.4323,5.5069,nan,0.0099,0.5394,0.0237,0.0237,23057.1152,2.4649,2.6149,2.6149,6.838,246.6909,1.0,1.0,-1451.12,158.64,0.0,0.0,67.847,0.0237,2.4649,18.0
1531.7724,6942.2456,6942268.5,nan,0.2159,8.894,0.4482,110.2413,110.2413,0.0,nan,83.2626,3.1585,3.003,0.4482,6.1294,nan,0.0062,0.5849,0.0177,0.0177,22776.4727,2.5109,2.6186,2.6186,6.8572,247.0517,1.0,1.0,-1451.2725,158.6478,0.0,0.0,68.592,0.0177,2.5109,18.0
1531.9248,7105.1045,7105104.5,nan,0.2159,8.9009,0.4592,110.1854,110.1854,0.0,nan,81.0401,3.2535,3.0489,0.4592,6.2931,nan,0.0092,0.5989,0.0182,0.0182,23310.7109,2.5685,2.6586,2.6586,7.0684,247.1064,1.0,1.0,-1451.4248,158.6556,0.0,0.0,63.455,0.0182,2.5685,18.0
1532.0772,7456.0591,7455969.5,nan,0.2159,8.9005,0.4656,105.6122,105.6122,0.0,nan,76.8337,3.3241,3.0773,0.4656,5.7745,nan,0.0357,0.5563,0.0288,0.0288,24461.8418,2.5835,2.6834,2.6834,7.2006,246.8279,1.0,1.0,-1451.5771,158.6634,0.0,0.0,58.199,0.0288,2.5835,18.0
1532.2296,7742.2051,7742205.5,nan,0.2159,8.8965,0.4762,100.2404,100.2404,0.0,nan,71.8333,3.3411,3.0722,0.4762,5.4727,nan,0.347,0.4925,0.0668,0.0668,25400.9355,2.5462,2.679,2.679,7.1768,246.5758,1.0,1.0,-1451.7296,158.6713,0.0,0.0,48.588,0.0668,2.5462,18.0
1532.382,8002.1045,8002177.0,nan,0.2159,8.8925,0.4978,95.8344,95.8344,0.0,nan,69.8756,3.3017,3.04,0.4978,5.6165,nan,0.4356,0.4402,0.0717,0.0717,26253.8613,2.516,2.6509,2.6509,7.0271,246.6069,1.0,1.0,-1451.882,158.6791,0.0,0.0,48.6,0.0717,2.516,18.0
1532.5344,8036.3374,8036337.5,nan,0.2159,8.889,0.5111,95.4565,95.4565,0.0,nan,73.0643,3.1957,2.9701,0.5111,5.707,nan,0.1737,0.4367,0.0484,0.0484,26365.9375,2.5168,2.5899,2.5899,6.7076,246.8193,1.0,1.0,-1452.0344,158.6869,0.0,0.0,55.865,0.0484,2.5168,18.0
1532.6868,7673.9048,7673904.5,nan,0.2159,8.8882,0.4994,99.9688,99.9688,0.0,nan,78.5822,3.0581,2.8804,0.4994,5.5751,nan,0.0372,0.4824,0.0282,0.0282,25176.8535,2.5169,2.5117,2.5117,6.3086,247.0582,1.0,1.0,-1452.1868,158.6947,0.0,0.0,63.651,0.0282,2.5169,18.0
1532.8392,7099.5376,7099537.5,nan,0.2159,8.8922,0.4825,107.2193,107.2193,0.0,nan,82.9483,2.9716,2.8343,0.4825,5.4904,nan,0.032,0.5508,0.0277,0.0277,23292.4473,2.4974,2.4715,2.4715,6.1084,247.1458,1.0,1.0,-1452.3392,158.7026,0.0,0.0,67.992,0.0277,2.4974,18.0
1532.9916,6736.7827,6736783.0,nan,0.2159,8.8975,0.4796,112.0426,112.0426,0.0,nan,84.6626,2.9674,2.8605,0.4796,5.7726,nan,0.1007,0.5943,0.0413,0.0413,22102.3066,2.4764,2.4944,2.4944,6.2219,247.0024,1.0,1.0,-1452.4916,158.7104,0.0,0.0,64.764,0.0413,2.4764,18.0
1533.144,6801.8569,6801857.0,nan,0.2159,8.8975,0.4853,111.3247,111.3247,0.0,nan,83.3819,2.9989,2.9209,0.4853,6.3561,nan,0.0923,0.5891,0.0396,0.0396,22315.8027,2.4843,2.547,2.547,6.4874,246.7819,1.0,1.0,-1452.644,158.7182,0.0,0.0,64.851,0.0396,2.4843,18.0
1533.2964,7148.8633,7148863.5,nan,0.2159,8.893,0.4917,108.4621,108.4621,0.0,nan,79.8544,3.0048,2.9587,0.4917,6.9743,nan,0.016,0.5752,0.0207,0.0207,23454.2773,2.5439,2.58,2.58,6.6563,246.5309,1.0,1.0,-1452.7964,158.726,0.0,0.0,67.906,0.0207,2.5439,18.0
1533.4488,7609.9004,7609833.5,nan,0.2159,8.8892,0.489,105.4558,105.4558,0.0,nan,76.2621,2.9708,2.9559,0.489,7.2889,nan,0.0171,0.5673,0.0198,0.0198,24966.6465,2.6329,2.5775,2.5775,6.6437,246.0925,1.0,1.0,-1452.9489,158.7339,0.0,0.0,65.461,0.0198,2.6329,18.0
1533.6012,7805.459,7805459.0,nan,0.2159,8.8886,0.4775,104.7232,104.7232,0.0,nan,74.0367,2.9257,2.9395,0.4775,6.9199,nan,0.0179,0.5722,0.02,0.02,25608.4609,2.6818,2.5632,2.5632,6.5702,245.5389,1.0,1.0,-1453.1012,158.7417,0.0,0.0,63.864,0.02,2.6818,18.0
1533.7536,7647.9214,7647746.5,nan,0.2159,8.891,0.4759,106.709,106.709,0.0,nan,73.8031,2.8907,2.9294,0.4759,6.0113,nan,0.0173,0.5913,0.02,0.02,25091.0312,2.6775,2.5544,2.5544,6.5251,245.187,1.0,1.0,-1453.2535,158.7495,0.0,0.0,67.385,0.02,2.6775,18.0
1533.906,7193.4038,7193404.0,nan,0.2159,8.8936,0.4916,109.2693,109.2693,0.0,nan,75.6357,2.8487,2.9062,0.4916,5.4023,nan,0.1286,0.5922,0.0415,0.0415,23600.4062,2.5788,2.5342,2.5342,6.4222,245.1466,1.0,1.0,-1453.406,158.7573,0.0,0.0,64.739,0.0415,2.5788,18.0
1534.0584,6806.9219,6807057.5,nan,0.2159,8.8914,0.4995,110.2567,110.2567,0.0,nan,77.0599,2.8021,2.8665,0.4995,5.3618,nan,0.5825,0.5727,0.0777,0.0777,22332.8672,2.4623,2.4996,2.4996,6.2479,245.2522,1.0,1.0,-1453.5584,158.7652,0.0,0.0,55.015,0.0777,2.4623,18.0
1534.2108,6703.5991,6703599.5,nan,0.2159,8.8896,0.488,110.0101,110.0101,0.0,nan,76.8957,2.7884,2.8434,0.488,5.6835,nan,0.7034,0.5594,0.0934,0.0934,21993.4355,2.4195,2.4794,2.4794,6.1477,245.3343,1.0,1.0,-1453.7108,158.773,0.0,0.0,50.56,0.0934,2.4195,18.0
1534.3632,6824.2534,6824340.0,nan,0.2159,8.8948,0.4722,108.6189,108.6189,0.0,nan,76.3981,2.8396,2.869,0.4722,6.2395,nan,0.3988,0.5484,0.0816,0.0816,22389.5664,2.4319,2.5018,2.5018,6.2589,245.398,1.0,1.0,-1453.8632,158.7808,0.0,0.0,51.232,0.0816,2.4319,18.0
1534.5156,7166.0063,7166006.0,nan,0.2159,8.9078,0.4592,105.9228,105.9228,0.0,nan,76.6162,2.9509,2.9434,0.4592,6.7998,nan,0.1139,0.5359,0.0507,0.0507,23510.5195,2.4903,2.5666,2.5666,6.5877,245.6662,1.0,1.0,-1454.0156,158.7886,0.0,0.0,56.742,0.0507,2.4903,18.0
1534.668,7415.5322,7415532.5,nan,0.2159,8.9221,0.4605,104.759,104.759,0.0,nan,77.8225,3.0446,2.9995,0.4605,6.9052,nan,0.0532,0.5389,0.0348,0.0348,24329.1738,2.5487,2.6156,2.6156,6.8412,245.9994,1.0,1.0,-1454.168,158.7965,0.0,0.0,62.263,0.0348,2.5487,18.0
1534.8204,7464.8774,7464877.5,nan,0.2159,8.934,0.4853,104.8913,104.8913,0.0,nan,79.2146,3.0443,2.9736,0.4853,6.8825,nan,0.1528,0.5454,0.0437,0.0437,24491.0684,2.5689,2.593,2.593,6.7235,245.9723,1.0,1.0,-1454.3204,158.8043,0.0,0.0,61.516,0.0437,2.5689,18.0
1534.9728,7388.8892,7388889.0,nan,0.2159,8.9425,0.4933,105.1945,105.1945,0.0,nan,79.1905,2.9888,2.91,0.4933,6.8823,nan,0.308,0.5437,0.0552,0.0552,24241.7617,2.5501,2.5375,2.5375,6.439,245.7096,1.0,1.0,-1454.4728,158.8121,0.0,0.0,57.161,0.0552,2.5501,18.0
1535.1252,7226.2881,7226288.0,nan,0.2159,8.9453,0.4731,106.0768,106.0768,0.0,nan,78.3381,2.9537,2.877,0.4731,6.6217,nan,0.275,0.5437,0.0602,0.0602,23708.2949,2.5149,2.5087,2.5087,6.2938,245.6446,1.0,1.0,-1454.6252,158.8199,0.0,0.0,55.969,0.0602,2.5149,18.0
1535.2776,7176.7002,7176700.0,nan,0.2159,8.9419,0.4605,106.0665,106.0665,0.0,nan,77.3176,2.9557,2.8832,0.4605,6.3424,nan,0.3893,0.5392,0.074,0.074,23545.6035,2.4974,2.5142,2.5142,6.321,245.663,1.0,1.0,-1454.7776,158.8278,0.0,0.0,51.602,0.074,2.4974,18.0
1535.43,7219.1636,7219219.5,nan,0.2159,8.9401,0.4646,104.898,104.898,0.0,nan,75.9727,2.9857,2.9137,0.4646,6.39,nan,0.378,0.5241,0.0753,0.0753,23685.1035,2.4845,2.5408,2.5408,6.4554,245.5488,1.0,1.0,-1454.9301,158.8356,0.0,0.0,50.719,0.0753,2.4845,18.0
1535.5824,7315.1406,7315141.0,nan,0.2159,8.9443,0.4593,104.205,104.205,0.0,nan,76.4899,3.0264,2.9491,0.4593,6.7043,nan,0.1887,0.5212,0.0589,0.0589,23999.8047,2.5009,2.5716,2.5716,6.6132,245.4842,1.0,1.0,-1455.0824,158.8434,0.0,0.0,53.905,0.0589,2.5009,18.0
1535.7348,7421.2476,7421171.5,nan,0.2159,8.9479,0.454,103.7008,103.7008,0.0,nan,79.6371,3.0584,2.972,0.454,6.7299,nan,0.2953,0.5222,0.064,0.064,24347.6738,2.5249,2.5916,2.5916,6.7163,245.5409,1.0,1.0,-1455.2347,158.8512,0.0,0.0,51.435,0.064,2.5249,18.0
1535.8872,7458.3154,7458315.5,nan,0.2159,8.9479,0.4541,102.5479,102.5479,0.0,nan,81.2334,3.0933,2.9983,0.4541,6.6636,nan,0.5196,0.5066,0.0776,0.0776,24469.5391,2.5093,2.6145,2.6145,6.8358,245.5302,1.0,1.0,-1455.3872,158.8591,0.0,0.0,47.401,0.0776,2.5093,18.0
1536.0396,7434.6777,7434682.0,nan,0.2159,8.949,0.4558,102.0868,102.0868,0.0,nan,79.3904,3.1738,3.0741,0.4558,6.6038,nan,0.6959,0.497,0.0902,0.0902,24392.002,2.4901,2.6806,2.6806,7.1858,245.2545,1.0,1.0,-1455.5396,158.8669,0.0,0.0,44.293,0.0902,2.4901,18.0
1536.192,7362.3657,7362365.5,nan,0.2159,8.9536,0.4701,102.3857,102.3857,0.0,nan,77.0578,3.2736,3.1805,0.4701,6.5387,nan,0.6019,0.4957,0.0868,0.0868,24154.7422,2.4731,2.7734,2.7734,7.6917,244.6698,1.0,1.0,-1455.692,158.8747,0.0,0.0,46.727,0.0868,2.4731,18.0
1536.3444,7375.6045,7375618.0,nan,0.2159,8.9558,0.4886,102.4953,102.4953,0.0,nan,77.095,3.2922,3.2242,0.4886,6.445,nan,0.4282,0.4987,0.0713,0.0713,24198.2207,2.4802,2.8115,2.8115,7.9045,244.058,1.0,1.0,-1455.8444,158.8825,0.0,0.0,51.528,0.0713,2.4802,18.0
1536.4968,7315.252,7315252.0,nan,0.2159,8.9551,0.488,103.9201,103.9201,0.0,nan,78.43,3.2272,3.1949,0.488,6.4153,nan,0.3663,0.5166,0.0652,0.0652,24000.1699,2.4941,2.7859,2.7859,7.7615,243.666,1.0,1.0,-1455.9968,158.8904,0.0,0.0,53.606,0.0652,2.4941,18.0
1536.6492,7188.7979,7188797.5,nan,0.2159,8.9554,0.4822,105.5785,105.5785,0.0,nan,79.6028,3.169,3.1689,0.4822,6.4285,nan,0.5555,0.5324,0.0757,0.0757,23585.2949,2.4901,2.7633,2.7633,7.6358,243.4106,1.0,1.0,-1456.1492,158.8982,0.0,0.0,51.093,0.0757,2.4901,18.0
1536.8016,7069.4897,7069490.0,nan,0.2159,8.9584,0.4793,106.3126,106.3126,0.0,nan,80.4309,3.1753,3.1988,0.4793,6.4501,nan,0.6508,0.5336,0.083,0.083,23193.8652,2.4658,2.7894,2.7894,7.7806,243.185,1.0,1.0,-1456.3016,158.906,0.0,0.0,49.104,0.083,2.4658,18.0
1536.954,7002.6802,7002680.5,nan,0.2159,8.96,0.4771,106.8481,106.8481,0.0,nan,81.1691,3.2709,3.3046,0.4771,6.5481,nan,0.5698,0.5363,0.0809,0.0809,22974.6738,2.4548,2.8816,2.8816,8.3038,242.9871,1.0,1.0,-1456.454,158.9138,0.0,0.0,50.349,0.0809,2.4548,18.0
1537.1064,7046.77,7046770.0,nan,0.2159,8.96,0.4859,107.0014,107.0014,0.0,nan,81.115,3.4484,3.4804,0.4859,6.8672,nan,0.1999,0.5426,0.0538,0.0538,23119.3242,2.4738,3.0349,3.0349,9.2109,242.7736,1.0,1.0,-1456.6064,158.9217,0.0,0.0,58.344,0.0538,2.4738,18.0
1537.2588,7134.7129,7134713.0,nan,0.2159,8.9606,0.5008,107.2717,107.2717,0.0,nan,80.2943,3.6703,3.6954,0.5008,6.7386,nan,0.0163,0.5548,0.0214,0.0214,23407.8516,2.511,3.2224,3.2224,10.384,242.5586,1.0,1.0,-1456.7588,158.9295,0.0,0.0,65.645,0.0214,2.511,18.0
1537.4112,7225.0176,7225031.5,nan,0.2159,8.9605,0.5056,107.7323,107.7323,0.0,nan,79.9038,3.8853,3.905,0.5056,5.6596,nan,0.0156,0.5703,0.0197,0.0197,23704.1699,2.5537,3.4052,3.4052,11.5953,242.379,1.0,1.0,-1456.9113,158.9373,0.0,0.0,62.546,0.0197,2.5537,18.0
1537.5636,7372.2461,7372246.5,nan,0.2159,8.9581,0.5048,107.6687,107.6687,0.0,nan,80.3753,4.041,4.0612,0.5048,4.2785,nan,0.0195,0.5824,0.02,0.02,24187.1602,2.6042,3.5414,3.5414,12.5414,242.2374,1.0,1.0,-1457.0636,158.9451,0.0,0.0,55.463,0.02,2.6042,18.0
1537.716,7656.416,7656400.0,nan,0.2159,8.9548,0.4856,105.9099,105.9099,0.0,nan,80.153,4.1281,4.1537,0.4856,3.2258,nan,0.0202,0.5788,0.02,0.02,25119.4238,2.6604,3.622,3.622,13.1191,242.2027,1.0,1.0,-1457.2159,158.953,0.0,0.0,48.304,0.02,2.6604,18.0
1537.8684,7910.54,7910540.0,nan,0.2159,8.9515,0.4507,104.2838,104.2838,0.0,nan,78.9798,4.1674,4.2001,0.4507,2.6134,nan,0.0174,0.574,0.02,0.02,25953.2148,2.7065,3.6625,3.6625,13.4138,242.3054,1.0,1.0,-1457.3684,158.9608,0.0,0.0,45.839,0.02,2.7065,18.0
1538.0208,7956.7642,7956722.0,nan,0.2159,8.948,0.44,104.2334,104.2334,0.0,nan,78.4899,4.142,4.18,0.44,2.4189,nan,0.0166,0.5772,0.02,0.02,26104.7305,2.721,3.6449,3.6449,13.2857,242.4226,1.0,1.0,-1457.5208,158.9686,0.0,0.0,48.594,0.02,2.721,18.0
1538.1732,7880.5854,7880585.5,nan,0.2159,8.9482,0.4708,104.9664,104.9664,0.0,nan,79.1332,4.0703,4.1091,0.4708,2.3609,nan,0.021,0.5828,0.02,0.02,25854.9395,2.7139,3.5831,3.5831,12.8388,242.4622,1.0,1.0,-1457.6732,158.9764,0.0,0.0,51.454,0.02,2.7139,18.0
1538.3256,7721.6621,7721644.5,nan,0.2159,8.9506,0.4923,106.661,106.661,0.0,nan,79.7562,4.0149,4.0483,0.4923,2.2906,nan,0.024,0.597,0.02,0.02,25333.4766,2.7021,3.5301,3.5301,12.4617,242.4539,1.0,1.0,-1457.8256,158.9843,0.0,0.0,51.247,0.02,2.7021,18.0
1538.478,7580.1802,7580180.0,nan,0.2159,8.9502,0.476,107.7551,107.7551,0.0,nan,81.0185,3.9604,3.9825,0.476,2.2092,nan,0.0206,0.6024,0.02,0.02,24869.3574,2.6798,3.4727,3.4727,12.0598,242.4025,1.0,1.0,-1457.978,158.9921,0.0,0.0,51.607,0.02,2.6798,18.0
1538.6304,7488.7671,7488767.0,nan,0.2159,8.95,0.4746,107.768,107.768,0.0,nan,82.7879,3.8711,3.8785,0.4746,2.1341,nan,0.0193,0.5945,0.02,0.02,24569.4453,2.6478,3.382,3.382,11.4382,242.2514,1.0,1.0,-1458.1304,158.9999,0.0,0.0,55.074,0.02,2.6478,18.0
1538.7828,7383.1685,7383168.5,nan,0.2159,8.9554,0.5102,108.0172,108.0172,0.0,nan,83.3858,3.7861,3.7805,0.5102,2.0784,nan,0.0341,0.5891,0.0228,0.0228,24222.9941,2.6165,3.2966,3.2966,10.8675,242.0336,1.0,1.0,-1458.2828,159.0077,0.0,0.0,57.242,0.0228,2.6165,18.0
1538.9352,7285.144,7285144.0,nan,0.2159,8.9589,0.5333,108.3075,108.3075,0.0,nan,83.0529,3.7371,3.7264,0.5333,2.0352,nan,0.0961,0.585,0.0315,0.0315,23901.3926,2.5887,3.2494,3.2494,10.5587,241.831,1.0,1.0,-1458.4352,159.0156,0.0,0.0,54.82,0.0315,2.5887,18.0
1539.0876,7203.8794,7203879.0,nan,0.2159,8.957,0.5183,108.5773,108.5773,0.0,nan,83.9518,3.7128,3.7034,0.5183,1.968,nan,0.0001,0.582,0.0038,0.01,23634.7754,2.5662,3.2294,3.2294,10.4288,241.6492,1.0,1.0,-1458.5876,159.0234,0.0,0.0,6.172,0.0038,2.5662,18.0
1539.24,7090.9019,7090901.5,nan,0.2159,8.9545,0.4951,109.5722,109.5722,0.0,nan,86.7288,3.6897,3.6925,0.4951,1.9106,nan,0.0,0.5877,0.0001,0.01,23264.1133,2.5491,3.2199,3.2199,10.3675,241.4661,1.0,1.0,-1458.74,159.0312,0.0,0.0,0.0,0.0001,2.5491,18.0
1539.3924,6994.1523,6994163.0,nan,0.2159,8.9528,0.4891,110.5649,110.5649,0.0,nan,89.5579,3.6499,3.6747,0.4891,1.8967,nan,0.0,0.5948,0.0001,0.01,22946.7305,2.5371,3.2043,3.2043,10.2677,241.2574,1.0,1.0,-1458.8925,159.039,0.0,0.0,0.0,0.0001,2.5371,18.0
1539.5448,6877.8306,6877830.5,nan,0.2159,8.953,0.5097,112.1424,112.1424,0.0,nan,92.3391,3.5903,3.6413,0.5097,1.9071,nan,0.0,0.6091,0.0001,0.01,22565.0605,2.5305,3.1752,3.1752,10.082,240.9902,1.0,1.0,-1459.0448,159.0469,0.0,0.0,0.0,0.0001,2.5305,18.0
1539.6972,6651.9839,6651848.0,nan,0.2159,8.9559,0.5466,114.7585,114.7585,0.0,nan,95.1836,3.5401,3.6199,0.5466,1.6614,nan,0.0,0.629,0.0001,0.01,21823.6465,2.5045,3.1566,3.1566,9.9639,240.7226,1.0,1.0,-1459.1971,159.0547,0.0,0.0,0.0,0.0001,2.5045,18.0
1539.8496,6188.3096,6188310.0,nan,0.2159,8.9566,0.579,118.1361,118.1361,0.0,nan,97.715,3.605,3.708,0.579,0.95,nan,0.0,0.6363,0.0001,0.01,20302.8535,2.3985,3.2334,3.2334,10.4552,240.551,1.0,1.0,-1459.3496,159.0625,0.0,0.0,0.0,0.0001,2.3985,18.0
1540.002,5298.0029,5297908.0,nan,0.2159,8.9525,0.5957,123.8012,123.8012,3.0,nan,97.4968,4.0439,4.1609,0.5957,0.2278,nan,0.0,0.6313,0.0001,0.01,17381.5859,2.1519,3.6285,3.6285,13.1663,240.371,1.0,1.0,-1459.502,159.0703,0.0,0.0,0.0,0.0001,2.1519,18.0
1540.1544,4234.8862,4234886.0,nan,0.2159,8.9486,0.5893,131.6901,131.6901,3.0,nan,89.1078,5.4682,5.5917,0.5893,0.1239,nan,0.0,0.6296,0.0001,0.01,13893.9834,1.8297,4.8767,4.8767,23.7819,239.9594,1.0,1.0,-1459.6544,159.0782,0.0,0.0,0.0,0.0001,1.8297,19.0
1540.3068,3324.4402,3324604.75,nan,0.2159,8.9463,0.5868,140.0207,140.0207,3.0,nan,69.4555,9.7763,9.9017,0.5868,0.4476,nan,0.0,0.6374,0.0001,0.01,10907.4971,1.5272,8.6362,8.6362,74.5831,239.1934,1.0,1.0,-1459.8068,159.086,0.0,0.0,0.0,0.0001,1.5272,19.0
1540.4592,2726.4443,2726444.5,nan,0.2159,8.9468,0.6005,147.0314,147.0314,3.0,nan,45.8573,21.9811,21.3269,0.6005,0.8014,nan,0.0,0.6547,0.0001,0.01,8945.0273,1.3152,18.6008,18.6008,345.989,238.1494,1.0,1.0,-1459.9592,159.0938,0.0,0.0,0.0,0.0001,1.3152,19.0
1540.6116,2448.2017,2448201.75,nan,0.2159,8.9496,0.5911,151.1051,151.1051,3.0,nan,28.7604,50.855,44.173,0.5911,1.021,nan,0.0,0.6702,0.0001,0.01,8032.1582,1.2137,38.5251,38.5251,1484.1833,236.9612,1.0,1.0,-1460.1116,159.1016,0.0,0.0,0.0,0.0001,1.2137,19.0
1540.764,2363.1165,2363116.25,nan,0.2159,8.9514,0.5697,152.4441,152.4441,3.0,nan,20.2645,89.2813,82.4208,0.5697,1.1015,nan,0.0,0.6757,0.0001,0.01,7753.0063,1.1819,71.8755,71.8755,5166.0903,235.7213,1.0,1.0,-1460.264,159.1095,0.0,0.0,0.0,0.0001,1.1819,19.0
1540.9164,2335.5466,2335546.5,nan,0.2159,8.9527,0.5949,152.6645,152.6645,3.0,nan,16.8349,111.4356,110.4884,0.5949,1.1442,nan,0.0,0.6749,0.0001,0.01,7662.5542,1.1698,96.3488,96.3488,9283.084,234.3875,1.0,1.0,-1460.4164,159.1173,0.0,0.0,0.0,0.0001,1.1698,19.0
1541.0688,2307.9941,2307994.25,nan,0.2159,8.9536,0.6524,152.6513,152.6513,3.0,nan,16.0204,118.2762,128.1355,0.6524,1.2396,nan,0.0,0.6713,0.0001,0.01,7572.1592,1.1559,111.7352,111.7352,12484.7568,232.7677,1.0,1.0,-1460.5688,159.1251,0.0,0.0,0.0,0.0001,1.1559,19.0
1541.2212,2271.3472,2271347.0,nan,0.2159,8.9518,0.6645,152.5646,152.5646,3.0,nan,16.662,118.0377,134.6558,0.6645,1.4962,nan,0.0,0.6656,0.0001,0.01,7451.9263,1.1369,117.4178,117.4178,13786.9414,230.6423,1.0,1.0,-1460.7212,159.1329,0.0,0.0,0.0,0.0001,1.1369,19.0
1541.3736,2223.2056,2223213.25,nan,0.2159,8.9493,0.6396,152.4133,152.4133,3.0,nan,17.2525,110.0439,122.0946,0.6396,1.8475,nan,0.0,0.6577,0.0001,0.01,7294.0068,1.1117,106.4641,106.4641,11334.6025,227.9952,1.0,1.0,-1460.8737,159.1407,0.0,0.0,0.0,0.0001,1.1117,19.0
1541.526,2184.156,2184156.0,nan,0.2159,8.9473,0.6291,152.417,152.417,3.0,nan,17.1728,101.9622,107.4065,0.6291,2.1187,nan,0.0,0.6528,0.0001,0.01,7165.8667,1.0922,93.6576,93.6576,8771.75,225.0854,1.0,1.0,-1461.026,159.1486,0.0,0.0,0.0,0.0001,1.0922,19.0
1541.6784,2176.7031,2176713.75,nan,0.2159,8.9406,0.6148,152.5328,152.5328,3.0,nan,17.0253,95.4892,102.1842,0.6148,2.2434,nan,0.0,0.6532,0.0001,0.01,7141.4492,1.0893,89.1047,89.1047,7939.6499,222.1821,1.0,1.0,-1461.1783,159.1564,0.0,0.0,0.0,0.0001,1.0893,19.0
1541.8308,2184.9434,2184943.25,nan,0.2159,8.9315,0.5882,152.6969,152.6969,3.0,nan,17.1319,94.9122,102.7134,0.5882,2.2873,nan,0.0,0.6562,0.0001,0.01,7168.4492,1.0946,89.5667,89.5667,8022.1943,219.3982,1.0,1.0,-1461.3308,159.1642,0.0,0.0,0.0,0.0001,1.0946,19.0
1541.9832,2189.2771,2189272.75,nan,0.2159,8.9259,0.6007,152.9515,152.9515,3.0,nan,16.5009,97.3451,106.4638,0.6007,2.3069,nan,0.0,0.6598,0.0001,0.01,7182.6533,1.0986,92.8375,92.8375,8618.7959,216.8349,1.0,1.0,-1461.4832,159.1721,0.0,0.0,0.0,0.0001,1.0986,19.0
1542.1356,2190.1672,2190167.25,nan,0.2159,8.9257,0.6643,153.0007,153.0007,3.0,nan,15.3731,97.5358,112.8326,0.6643,2.317,nan,0.0,0.6605,0.0001,0.01,7185.5884,1.0994,98.391,98.391,9680.7949,214.6931,1.0,1.0,-1461.6356,159.1799,0.0,0.0,0.0,0.0001,1.0994,19.0
1542.288,2189.6135,2189613.75,nan,0.2159,8.9325,0.7093,152.928,152.928,3.0,nan,15.1321,93.2915,118.9609,0.7093,2.3222,nan,0.0,0.6596,0.0001,0.01,7183.7725,1.0986,103.735,103.735,10760.96,213.1143,1.0,1.0,-1461.788,159.1877,0.0,0.0,0.0,0.0001,1.0986,19.0
